Date,Device Category,Browser,Total Visitors,Sessions,Bounce Rate
2019-06-06,mobile,Safari,1577,1769,26.1164
2019-06-06,mobile,Safari (in-app),115,115,66.9565
2019-06-06,mobile,Samsung Internet,192,538,50
2019-06-06,tablet,Amazon Silk,38,77,0
2019-06-06,tablet,Chrome,38,38,0
2019-06-06,tablet,Internet Explorer,115,154,50
2019-06-06,tablet,Safari,192,192,40.1042
2019-06-06,tablet,Samsung Internet,38,38,0
2019-06-07,desktop,Chrome,2885,3385,43.1905
2019-06-07,desktop,Edge,231,231,16.4502
2019-06-07,desktop,Firefox,154,154,74.6753
2019-06-07,desktop,Internet Explorer,500,577,40.0347
2019-06-07,desktop,Safari,269,308,25
2019-06-07,mobile,Chrome,692,769,34.9805
2019-06-07,mobile,Edge,38,38,0
2019-06-07,mobile,Opera Mini,38,38,0
2019-06-07,mobile,Safari,1577,1846,39.5991
2019-06-07,mobile,Samsung Internet,115,231,16.4502
2019-06-07,tablet,Chrome,115,115,33.0435
2019-06-07,tablet,Internet Explorer,38,38,0
2019-06-07,tablet,Safari,154,154,0
2019-06-08,desktop,Chrome,731,808,28.5891
2019-06-08,desktop,Edge,77,154,0
2019-06-08,desktop,Firefox,38,38,0
2019-06-08,desktop,Internet Explorer,77,115,33.0435
2019-06-08,desktop,Safari,154,154,24.6753
2019-06-08,mobile,Chrome,885,962,48.0249
2019-06-08,mobile,Firefox,38,38,100
2019-06-08,mobile,Opera Mini,38,38,100
2019-06-08,mobile,Safari,1000,1077,28.598
2019-06-08,mobile,Safari (in-app),192,192,80.2083
2019-06-08,mobile,Samsung Internet,154,346,10.9827
2019-06-08,tablet,Safari,231,269,71.3755
2019-06-09,desktop,Chrome,885,923,37.4865
2019-06-09,desktop,Edge,77,115,33.0435
2019-06-09,desktop,Firefox,115,115,66.9565
2019-06-09,desktop,Internet Explorer,77,77,49.3506
2019-06-09,desktop,Opera,38,38,100
2019-06-09,desktop,Safari,231,231,49.7835
2019-06-09,mobile,Chrome,923,962,35.9667
2019-06-09,mobile,Safari,1077,1154,46.6205
2019-06-09,mobile,Safari (in-app),154,154,24.6753
2019-06-09,mobile,Samsung Internet,192,538,42.9368
2019-06-09,tablet,Safari,77,115,66.9565
2019-06-10,desktop,Chrome,538,538,71.5613
2019-06-10,desktop,Edge,38,38,0
2019-06-10,desktop,Firefox,38,38,0
2019-06-10,desktop,Internet Explorer,77,115,0
2019-06-10,mobile,Chrome,38,38,100
2019-06-10,mobile,Safari,231,231,66.6667
2019-06-10,mobile,Safari (in-app),77,77,100
2019-06-01,desktop,Chrome,1001,1078,24.9536
2019-06-01,desktop,Edge,115,115,66.9565
2019-06-01,desktop,Firefox,154,154,50
2019-06-01,desktop,Internet Explorer,115,115,33.0435
2019-06-01,desktop,Safari,192,231,33.3333
2019-06-01,mobile,Chrome,577,693,49.9278
2019-06-01,mobile,Safari,1193,1424,43.2584
2019-06-01,mobile,Safari (in-app),115,115,66.9565
2019-06-01,mobile,Samsung Internet,38,115,100
2019-06-01,tablet,Chrome,38,38,0
2019-06-01,tablet,Safari,192,192,40.1042
2019-06-02,desktop,Chrome,924,962,43.9709
2019-06-02,desktop,Edge,154,154,0
2019-06-02,desktop,Firefox,77,77,0
2019-06-02,desktop,Internet Explorer,77,77,49.3506
2019-06-02,desktop,Safari,308,346,66.763
2019-06-02,mobile,Chrome,462,500,38.4
2019-06-02,mobile,Safari,1616,1847,45.8581
2019-06-02,mobile,Samsung Internet,231,500,53.8
2019-06-02,tablet,Chrome,77,77,49.3506
2019-06-02,tablet,Safari,192,192,40.1042
2019-06-03,desktop,Chrome,2771,3002,42.3051
2019-06-03,desktop,Edge,462,500,38.4
2019-06-03,desktop,Firefox,231,269,14.1264
2019-06-03,desktop,Internet Explorer,693,808,38.1188
2019-06-03,desktop,Opera,38,38,0
2019-06-03,desktop,Safari,385,462,41.5584
2019-06-03,mobile,Android Webview,38,38,100
2019-06-03,mobile,Chrome,885,1270,33.3071
2019-06-03,mobile,Safari,2232,2655,49.2655
2019-06-03,mobile,Safari (in-app),38,38,0
2019-06-03,mobile,Samsung Internet,346,539,35.6215
2019-06-03,tablet,Safari,115,269,85.8736
2019-06-04,desktop,Chrome,3156,3502,40.6625
2019-06-04,desktop,Edge,192,192,40.1042
2019-06-04,desktop,Firefox,308,308,37.3377
2019-06-04,desktop,Internet Explorer,693,808,28.5891
2019-06-04,desktop,Safari,346,385,49.8701
2019-06-04,mobile,Android Webview,77,77,100
2019-06-04,mobile,Chrome,847,1001,49.95
2019-06-04,mobile,Safari,1886,2078,29.6439
2019-06-04,mobile,Safari (in-app),192,192,80.2083
2019-06-04,mobile,Samsung Internet,462,885,30.3955
2019-06-04,tablet,Chrome,38,154,24.6753
2019-06-04,tablet,Internet Explorer,38,38,0
2019-06-04,tablet,Safari,115,269,42.7509
2019-06-05,desktop,Chrome,3156,3541,47.8114
2019-06-05,desktop,Edge,385,385,29.8701
2019-06-05,desktop,Firefox,231,231,49.7835
2019-06-05,desktop,Internet Explorer,423,539,42.8571
2019-06-05,desktop,Mozilla Compatible Agent,77,77,100
2019-06-05,desktop,Safari,500,500,46.2
2019-06-05,mobile,Android Browser,38,38,100
2019-06-05,mobile,Android Webview,77,77,100
2019-06-05,mobile,Chrome,731,808,38.1188
2019-06-05,mobile,Safari,2001,2309,36.6825
2019-06-05,mobile,Safari (in-app),154,154,50
2019-06-05,mobile,Samsung Internet,154,539,28.5714
2019-06-05,tablet,Amazon Silk,38,38,0
2019-06-05,tablet,Internet Explorer,38,38,0
2019-06-05,tablet,Safari,308,346,66.763
2019-06-06,desktop,Chrome,2732,3117,46.9041
2019-06-06,desktop,Edge,269,308,37.3377
2019-06-06,desktop,Firefox,385,500,38.4
2019-06-06,desktop,Internet Explorer,539,577,19.9307
2019-06-06,desktop,Opera,38,38,100
2019-06-06,desktop,Safari,269,269,57.2491
2019-06-06,mobile,Android Webview,38,38,100
2019-06-06,mobile,Chrome,847,1001,34.5654
2019-06-06,mobile,Opera,38,38,0
2019-06-06,mobile,Safari,1578,1770,26.1017
2019-06-06,mobile,Safari (in-app),115,115,66.9565
2019-06-06,mobile,Samsung Internet,192,539,49.9072
2019-06-06,tablet,Amazon Silk,38,77,0
2019-06-06,tablet,Chrome,38,38,0
2019-06-06,tablet,Internet Explorer,115,154,50
2019-06-06,tablet,Safari,192,192,40.1042
2019-06-06,tablet,Samsung Internet,38,38,0
2019-06-07,desktop,Chrome,2886,3387,43.165
2019-06-07,desktop,Edge,231,231,16.4502
2019-06-07,desktop,Firefox,154,154,74.6753
2019-06-07,desktop,Internet Explorer,500,577,40.0347
2019-06-07,desktop,Safari,269,308,25
2019-06-07,mobile,Chrome,693,770,34.9351
2019-06-07,mobile,Edge,38,38,0
2019-06-07,mobile,Opera Mini,38,38,0
2019-06-07,mobile,Safari,1578,1847,39.5777
2019-06-07,mobile,Samsung Internet,115,231,16.4502
2019-06-07,tablet,Chrome,115,115,33.0435
2019-06-07,tablet,Internet Explorer,38,38,0
2019-06-07,tablet,Safari,154,154,0
2019-06-08,desktop,Chrome,731,808,28.5891
2019-06-08,desktop,Edge,77,154,0
2019-06-08,desktop,Firefox,38,38,0
2019-06-08,desktop,Internet Explorer,77,115,33.0435
2019-06-08,desktop,Safari,154,154,24.6753
2019-06-08,mobile,Chrome,885,962,48.0249
2019-06-08,mobile,Firefox,38,38,100
2019-06-08,mobile,Opera Mini,38,38,100
2019-06-08,mobile,Safari,1001,1078,28.5714
2019-06-08,mobile,Safari (in-app),192,192,80.2083
2019-06-08,mobile,Samsung Internet,154,346,10.9827
2019-06-08,tablet,Safari,231,269,71.3755
2019-06-09,desktop,Chrome,885,924,37.4459
2019-06-09,desktop,Edge,77,115,33.0435
2019-06-09,desktop,Firefox,115,115,66.9565
2019-06-09,desktop,Internet Explorer,77,77,49.3506
2019-06-09,desktop,Opera,38,38,100
2019-06-09,desktop,Safari,231,231,49.7835
2019-06-09,mobile,Chrome,924,962,35.9667
2019-06-09,mobile,Safari,1078,1155,46.6667
2019-06-09,mobile,Safari (in-app),154,154,24.6753
2019-06-09,mobile,Samsung Internet,192,539,42.8571
2019-06-09,tablet,Safari,77,115,66.9565
2019-06-10,desktop,Chrome,3310,3618,30.8458
2019-06-10,desktop,Edge,423,462,24.8918
2019-06-10,desktop,Firefox,231,346,44.5087
2019-06-10,desktop,Internet Explorer,808,885,17.4011
2019-06-10,desktop,Opera,38,38,0
2019-06-10,desktop,Safari,654,731,42.1341
2019-06-10,mobile,Android Webview,38,38,100
2019-06-10,mobile,Chrome,616,731,21.067
2019-06-10,mobile,Safari,1886,2078,40.7603
2019-06-10,mobile,Safari (in-app),115,115,100
2019-06-10,mobile,Samsung Internet,115,500,23
2019-06-10,tablet,Chrome,38,38,100
2019-06-10,tablet,Internet Explorer,38,38,0
2019-06-11,desktop,Chrome,385,500,46.2
2019-06-11,desktop,Firefox,77,77,0
2019-06-11,desktop,Safari,38,38,100
2019-06-11,mobile,Chrome,231,346,22.2543
2019-06-11,mobile,Safari,115,115,33.0435
2019-06-11,mobile,Safari (in-app),38,38,100
2019-06-11,mobile,Samsung Internet,38,38,100
2019-06-01,desktop,Chrome,1001,1078,25.0464
2019-06-01,desktop,Edge,116,116,66.3793
2019-06-01,desktop,Firefox,154,154,50
2019-06-01,desktop,Internet Explorer,116,116,33.6207
2019-06-01,desktop,Safari,193,231,33.3333
2019-06-01,mobile,Chrome,578,693,50.0722
2019-06-01,mobile,Safari,1194,1425,43.2281
2019-06-01,mobile,Safari (in-app),116,116,66.3793
2019-06-01,mobile,Samsung Internet,39,116,100
2019-06-01,tablet,Chrome,39,39,0
2019-06-01,tablet,Safari,193,193,39.8964
2019-06-02,desktop,Chrome,924,963,44.0291
2019-06-02,desktop,Edge,154,154,0
2019-06-02,desktop,Firefox,77,77,0
2019-06-02,desktop,Internet Explorer,77,77,50.6494
2019-06-02,desktop,Safari,308,347,66.5706
2019-06-02,mobile,Chrome,462,501,38.523
2019-06-02,mobile,Safari,1617,1848,45.8333
2019-06-02,mobile,Samsung Internet,231,501,53.8922
2019-06-02,tablet,Chrome,77,77,50.6494
2019-06-02,tablet,Safari,193,193,39.8964
2019-06-03,desktop,Chrome,2772,2965,42.8668
2019-06-03,desktop,Edge,462,501,38.523
2019-06-03,desktop,Firefox,231,270,14.4444
2019-06-03,desktop,Internet Explorer,693,809,38.0717
2019-06-03,desktop,Opera,39,39,0
2019-06-03,desktop,Safari,385,462,41.7749
2019-06-03,mobile,Android Webview,39,39,100
2019-06-03,mobile,Chrome,886,1271,33.3596
2019-06-03,mobile,Safari,2233,2657,49.2661
2019-06-03,mobile,Safari (in-app),39,39,0
2019-06-03,mobile,Samsung Internet,347,539,35.8071
2019-06-03,tablet,Safari,116,270,85.5556
2019-06-04,desktop,Chrome,3157,3504,40.6678
2019-06-04,desktop,Edge,193,193,39.8964
2019-06-04,desktop,Firefox,308,308,37.6623
2019-06-04,desktop,Internet Explorer,693,809,28.5538
2019-06-04,desktop,Safari,347,385,50.1299
2019-06-04,mobile,Android Webview,77,77,100
2019-06-04,mobile,Chrome,847,1001,50.05
2019-06-04,mobile,Safari,1887,2079,29.6296
2019-06-04,mobile,Safari (in-app),193,193,79.7927
2019-06-04,mobile,Samsung Internet,462,886,30.474
2019-06-04,tablet,Chrome,39,154,25.3247
2019-06-04,tablet,Internet Explorer,39,39,0
2019-06-04,tablet,Safari,116,270,42.963
2019-06-05,desktop,Chrome,3157,3542,47.8261
2019-06-05,desktop,Edge,385,385,30.1299
2019-06-05,desktop,Firefox,231,231,50.2165
2019-06-05,desktop,Internet Explorer,424,539,42.8571
2019-06-05,desktop,Mozilla Compatible Agent,77,77,100
2019-06-05,desktop,Safari,501,501,46.1078
2019-06-05,mobile,Android Browser,39,39,100
2019-06-05,mobile,Android Webview,77,77,100
2019-06-05,mobile,Chrome,732,809,38.0717
2019-06-05,mobile,Safari,2002,2310,36.6667
2019-06-05,mobile,Safari (in-app),154,154,50
2019-06-05,mobile,Samsung Internet,154,539,28.5714
2019-06-05,tablet,Amazon Silk,39,39,0
2019-06-05,tablet,Internet Explorer,39,39,0
2019-06-05,tablet,Safari,308,347,66.5706
2019-06-06,desktop,Chrome,2734,3119,46.9061
2019-06-06,desktop,Edge,270,308,37.6623
2019-06-06,desktop,Firefox,385,501,38.523
2019-06-06,desktop,Internet Explorer,539,578,20.0692
2019-06-06,desktop,Opera,39,39,100
2019-06-06,desktop,Safari,270,270,57.037
2019-06-06,mobile,Android Webview,39,39,100
2019-06-06,mobile,Chrome,847,1001,34.6653
2019-06-06,mobile,Opera,39,39,0
2019-06-06,mobile,Safari,1579,1771,26.087
2019-06-06,mobile,Safari (in-app),116,116,66.3793
2019-06-06,mobile,Samsung Internet,193,539,50.0928
2019-06-06,tablet,Amazon Silk,39,77,0
2019-06-06,tablet,Chrome,39,39,0
2019-06-06,tablet,Internet Explorer,116,154,50
2019-06-06,tablet,Safari,193,193,39.8964
2019-06-06,tablet,Samsung Internet,39,39,0
2019-06-07,desktop,Chrome,2888,3388,43.1818
2019-06-07,desktop,Edge,231,231,16.8831
2019-06-07,desktop,Firefox,154,154,75.3247
2019-06-07,desktop,Internet Explorer,501,578,39.9654
2019-06-07,desktop,Safari,270,308,25
2019-06-07,mobile,Chrome,693,770,35.0649
2019-06-07,mobile,Edge,39,39,0
2019-06-07,mobile,Opera Mini,39,39,0
2019-06-07,mobile,Safari,1579,1848,39.6104
2019-06-07,mobile,Samsung Internet,116,231,16.8831
2019-06-07,tablet,Chrome,116,116,33.6207
2019-06-07,tablet,Internet Explorer,39,39,0
2019-06-07,tablet,Safari,154,154,0
2019-06-08,desktop,Chrome,732,809,28.5538
2019-06-08,desktop,Edge,77,154,0
2019-06-08,desktop,Firefox,39,39,0
2019-06-08,desktop,Internet Explorer,77,116,33.6207
2019-06-08,desktop,Safari,154,154,25.3247
2019-06-08,mobile,Chrome,886,963,47.9751
2019-06-08,mobile,Firefox,39,39,100
2019-06-08,mobile,Opera Mini,39,39,100
2019-06-08,mobile,Safari,1001,1078,28.5714
2019-06-08,mobile,Safari (in-app),193,193,79.7927
2019-06-08,mobile,Samsung Internet,154,347,11.2392
2019-06-08,tablet,Safari,231,270,71.4815
2019-06-09,desktop,Chrome,886,924,37.5541
2019-06-09,desktop,Edge,77,116,33.6207
2019-06-09,desktop,Firefox,116,116,66.3793
2019-06-09,desktop,Internet Explorer,77,77,50.6494
2019-06-09,desktop,Opera,39,39,100
2019-06-09,desktop,Safari,231,231,50.2165
2019-06-09,mobile,Chrome,924,963,36.0332
2019-06-09,mobile,Safari,1078,1155,46.6667
2019-06-09,mobile,Safari (in-app),154,154,25.3247
2019-06-09,mobile,Samsung Internet,193,539,42.8571
2019-06-09,tablet,Safari,77,116,66.3793
2019-06-10,desktop,Chrome,3311,3619,30.8649
2019-06-10,desktop,Edge,424,462,25.1082
2019-06-10,desktop,Firefox,231,347,44.3804
2019-06-10,desktop,Internet Explorer,809,886,17.3815
2019-06-10,desktop,Opera,39,39,0
2019-06-10,desktop,Safari,655,732,42.0765
2019-06-10,mobile,Android Webview,39,39,100
2019-06-10,mobile,Chrome,616,732,21.0383
2019-06-10,mobile,Safari,1887,2079,40.7407
2019-06-10,mobile,Safari (in-app),116,116,100
2019-06-10,mobile,Samsung Internet,116,501,23.1537
2019-06-10,tablet,Chrome,39,39,100
2019-06-10,tablet,Internet Explorer,39,39,0
2019-06-11,desktop,Chrome,3427,3773,42.8571
2019-06-11,desktop,Edge,308,347,44.3804
2019-06-11,desktop,Firefox,154,154,25.3247
2019-06-11,desktop,Internet Explorer,924,963,31.9834
2019-06-11,desktop,Safari,462,539,42.8571
2019-06-11,mobile,Android Webview,39,39,100
2019-06-11,mobile,Chrome,1078,1232,34.4156
2019-06-11,mobile,Safari,1656,1848,43.7771
2019-06-11,mobile,Safari (in-app),77,77,100
2019-06-11,mobile,Samsung Internet,231,578,33.391
2019-06-11,tablet,Amazon Silk,39,39,100
2019-06-11,tablet,Chrome,77,77,50.6494
2019-06-11,tablet,Internet Explorer,39,39,0
2019-06-11,tablet,Safari,116,193,0
2019-06-11,tablet,Safari (in-app),39,39,100
2019-06-12,desktop,Chrome,308,308,50
2019-06-12,desktop,Firefox,77,77,50.6494
2019-06-12,desktop,Safari,39,39,0
2019-06-12,mobile,Android Webview,39,39,0
2019-06-12,mobile,Chrome,116,193,79.7927
2019-06-12,mobile,Safari,154,154,25.3247
2019-06-01,desktop,Chrome,1002,1079,25.0232
2019-06-01,desktop,Edge,116,116,66.3793
2019-06-01,desktop,Firefox,154,154,50
2019-06-01,desktop,Internet Explorer,116,116,33.6207
2019-06-01,desktop,Safari,193,231,33.3333
2019-06-01,mobile,Chrome,578,693,50.0722
2019-06-01,mobile,Safari,1194,1425,43.2281
2019-06-01,mobile,Safari (in-app),116,116,66.3793
2019-06-01,mobile,Samsung Internet,39,116,100
2019-06-01,tablet,Chrome,39,39,0
2019-06-01,tablet,Safari,193,193,39.8964
2019-06-02,desktop,Chrome,924,963,44.0291
2019-06-02,desktop,Edge,154,154,0
2019-06-02,desktop,Firefox,77,77,0
2019-06-02,desktop,Internet Explorer,77,77,50.6494
2019-06-02,desktop,Safari,308,347,66.5706
2019-06-02,mobile,Chrome,462,501,38.523
2019-06-02,mobile,Safari,1618,1849,45.8085
2019-06-02,mobile,Samsung Internet,193,462,58.4416
2019-06-02,tablet,Chrome,77,77,50.6494
2019-06-02,tablet,Safari,193,193,39.8964
2019-06-03,desktop,Chrome,2773,2966,42.8523
2019-06-03,desktop,Edge,462,501,38.523
2019-06-03,desktop,Firefox,231,270,14.4444
2019-06-03,desktop,Internet Explorer,693,809,38.0717
2019-06-03,desktop,Opera,39,39,0
2019-06-03,desktop,Safari,385,462,41.7749
2019-06-03,mobile,Android Webview,39,39,100
2019-06-03,mobile,Chrome,886,1271,33.3596
2019-06-03,mobile,Safari,2234,2658,49.2852
2019-06-03,mobile,Safari (in-app),39,39,0
2019-06-03,mobile,Samsung Internet,347,539,35.8071
2019-06-03,tablet,Safari,116,270,85.5556
2019-06-04,desktop,Chrome,3159,3505,40.6562
2019-06-04,desktop,Edge,193,193,39.8964
2019-06-04,desktop,Firefox,308,308,37.6623
2019-06-04,desktop,Internet Explorer,693,809,28.5538
2019-06-04,desktop,Safari,347,385,50.1299
2019-06-04,mobile,Android Webview,77,77,100
2019-06-04,mobile,Chrome,847,1002,50
2019-06-04,mobile,Safari,1887,2080,29.6154
2019-06-04,mobile,Safari (in-app),193,193,79.7927
2019-06-04,mobile,Samsung Internet,462,886,30.474
2019-06-04,tablet,Chrome,39,154,25.3247
2019-06-04,tablet,Internet Explorer,39,39,0
2019-06-04,tablet,Safari,116,270,42.963
2019-06-05,desktop,Chrome,3159,3544,47.8273
2019-06-05,desktop,Edge,385,385,30.1299
2019-06-05,desktop,Firefox,231,231,50.2165
2019-06-05,desktop,Internet Explorer,424,539,42.8571
2019-06-05,desktop,Mozilla Compatible Agent,77,77,100
2019-06-05,desktop,Safari,501,501,46.1078
2019-06-05,mobile,Android Browser,39,39,100
2019-06-05,mobile,Android Webview,77,77,100
2019-06-05,mobile,Chrome,732,809,38.0717
2019-06-05,mobile,Safari,2003,2311,36.6508
2019-06-05,mobile,Safari (in-app),154,154,50
2019-06-05,mobile,Samsung Internet,154,539,28.5714
2019-06-05,tablet,Amazon Silk,39,39,0
2019-06-05,tablet,Internet Explorer,39,39,0
2019-06-05,tablet,Safari,308,347,66.5706
2019-06-06,desktop,Chrome,2735,3120,46.9231
2019-06-06,desktop,Edge,270,308,37.6623
2019-06-06,desktop,Firefox,385,501,38.523
2019-06-06,desktop,Internet Explorer,539,578,20.0692
2019-06-06,desktop,Opera,39,39,100
2019-06-06,desktop,Safari,270,270,57.037
2019-06-06,mobile,Android Webview,39,39,100
2019-06-06,mobile,Chrome,847,1002,34.6307
2019-06-06,mobile,Opera,39,39,0
2019-06-06,mobile,Safari,1579,1733,26.659
2019-06-06,mobile,Safari (in-app),116,116,66.3793
2019-06-06,mobile,Samsung Internet,193,539,50.0928
2019-06-06,tablet,Amazon Silk,39,77,0
2019-06-06,tablet,Chrome,39,39,0
2019-06-06,tablet,Internet Explorer,116,154,50
2019-06-06,tablet,Safari,193,193,39.8964
2019-06-06,tablet,Samsung Internet,39,39,0
2019-06-07,desktop,Chrome,2889,3390,43.1858
2019-06-07,desktop,Edge,231,231,16.8831
2019-06-07,desktop,Firefox,154,154,75.3247
2019-06-07,desktop,Internet Explorer,501,578,39.9654
2019-06-07,desktop,Safari,270,308,25
2019-06-07,mobile,Chrome,655,732,36.8852
2019-06-07,mobile,Edge,39,39,0
2019-06-07,mobile,Opera Mini,39,39,0
2019-06-07,mobile,Safari,1579,1849,39.589
2019-06-07,mobile,Samsung Internet,116,231,16.8831
2019-06-07,tablet,Chrome,116,116,33.6207
2019-06-07,tablet,Internet Explorer,39,39,0
2019-06-07,tablet,Safari,154,154,0
2019-06-08,desktop,Chrome,732,809,28.5538
2019-06-08,desktop,Edge,77,154,0
2019-06-08,desktop,Firefox,39,39,0
2019-06-08,desktop,Internet Explorer,77,116,33.6207
2019-06-08,desktop,Safari,154,154,25.3247
2019-06-08,mobile,Chrome,886,963,47.9751
2019-06-08,mobile,Firefox,39,39,100
2019-06-08,mobile,Opera Mini,39,39,100
2019-06-08,mobile,Safari,1002,1079,28.5449
2019-06-08,mobile,Safari (in-app),193,193,79.7927
2019-06-08,mobile,Samsung Internet,154,347,11.2392
2019-06-08,tablet,Safari,231,270,71.4815
2019-06-09,desktop,Chrome,886,924,37.5541
2019-06-09,desktop,Edge,77,116,33.6207
2019-06-09,desktop,Firefox,116,116,66.3793
2019-06-09,desktop,Internet Explorer,77,77,50.6494
2019-06-09,desktop,Opera,39,39,100
2019-06-09,desktop,Safari,231,231,50.2165
2019-06-09,mobile,Chrome,924,963,36.0332
2019-06-09,mobile,Safari,1079,1156,46.6263
2019-06-09,mobile,Safari (in-app),154,154,25.3247
2019-06-09,mobile,Samsung Internet,193,539,42.8571
2019-06-09,tablet,Safari,77,116,66.3793
2019-06-10,desktop,Chrome,3313,3621,30.8478
2019-06-10,desktop,Edge,424,462,25.1082
2019-06-10,desktop,Firefox,231,347,44.3804
2019-06-10,desktop,Internet Explorer,809,847,18.1818
2019-06-10,desktop,Opera,39,39,0
2019-06-10,desktop,Safari,655,732,42.0765
2019-06-10,mobile,Android Webview,39,39,100
2019-06-10,mobile,Chrome,616,732,21.0383
2019-06-10,mobile,Safari,1887,2080,40.7212
2019-06-10,mobile,Safari (in-app),116,116,100
2019-06-10,mobile,Samsung Internet,116,501,23.1537
2019-06-10,tablet,Chrome,39,39,100
2019-06-10,tablet,Internet Explorer,39,39,0
2019-06-11,desktop,Chrome,3428,3775,42.8609
2019-06-11,desktop,Edge,308,347,44.3804
2019-06-11,desktop,Firefox,154,154,25.3247
2019-06-11,desktop,Internet Explorer,924,963,31.9834
2019-06-11,desktop,Safari,462,539,42.8571
2019-06-11,mobile,Android Webview,39,39,100
2019-06-11,mobile,Chrome,1079,1233,34.3877
2019-06-11,mobile,Safari,1656,1849,43.7534
2019-06-11,mobile,Safari (in-app),77,77,100
2019-06-11,mobile,Samsung Internet,231,578,33.391
2019-06-11,tablet,Amazon Silk,39,39,100
2019-06-11,tablet,Chrome,77,77,50.6494
2019-06-11,tablet,Internet Explorer,39,39,0
2019-06-11,tablet,Safari,116,193,0
2019-06-11,tablet,Safari (in-app),39,39,100
2019-06-12,desktop,Chrome,2889,3120,41.9872
2019-06-12,desktop,Edge,77,77,0
2019-06-12,desktop,Firefox,231,231,16.8831
2019-06-12,desktop,Internet Explorer,655,732,26.3661
2019-06-12,desktop,Opera,39,39,0
2019-06-12,desktop,Safari,578,616,68.8312
2019-06-12,mobile,Chrome,1002,1194,41.9598
2019-06-12,mobile,Safari,2311,2581,41.8055
2019-06-12,mobile,Safari (in-app),231,231,83.5498
2019-06-12,mobile,Samsung Internet,193,732,52.5956
2019-06-12,tablet,Chrome,39,39,100
2019-06-12,tablet,Internet Explorer,77,77,50.6494
2019-06-12,tablet,Safari,77,77,0
2019-06-12,tablet,Safari (in-app),39,39,100
2019-06-13,desktop,Chrome,193,193,60.1036
2019-06-13,desktop,Edge,154,154,50
2019-06-13,desktop,Mozilla Compatible Agent,39,39,100
2019-06-13,mobile,Chrome,270,308,37.6623
2019-06-13,mobile,Safari,77,77,0
2019-06-13,mobile,Samsung Internet,39,39,0
